ENSG	Gene	Chr	Start	End	Source	Type
ENSG00000266204	MIR5589	chr19	10038354	10038413	HGNC Symbol	miRNA
ENSG00000106635	BCL7B	chr7	73536356	73557690	HGNC Symbol	protein_coding
ENSG00000130813	SHFL	chr19	10086122	10093252	HGNC Symbol	protein_coding
ENSG00000223546	LINC00630	chrX	102769158	102885406	HGNC Symbol	lncRNA
ENSG00000232282	MTND1P32	chrX	102785667	102786604	HGNC Symbol	processed_pseudogene
ENSG00000229954	MTND2P2	chrX	102786813	102788387	HGNC Symbol	processed_pseudogene
ENSG00000119699	TGFB3	chr14	75958097	75983011	HGNC Symbol	protein_coding
ENSG00000237300	MTCO1P19	chrX	102796251	102797093	HGNC Symbol	processed_pseudogene
ENSG00000237628	MTCO2P19	chrX	102797531	102798128	HGNC Symbol	processed_pseudogene
ENSG00000228316	MTATP6P19	chrX	102798396	102799560	HGNC Symbol	processed_pseudogene
ENSG00000103544	VPS35L	chr16	19555240	19706793	HGNC Symbol	protein_coding
ENSG00000224471	MTCO3P19	chrX	102799563	102799883	HGNC Symbol	processed_pseudogene
ENSG00000226056	MTND4P32	chrX	102799942	102801399	HGNC Symbol	processed_pseudogene
ENSG00000234886	MTND5P26	chrX	102803041	102806138	HGNC Symbol	processed_pseudogene
ENSG00000227649	MTND6P32	chrX	102806164	102806646	HGNC Symbol	processed_pseudogene
ENSG00000229794	MTCYBP32	chrX	102806741	102807824	HGNC Symbol	processed_pseudogene
ENSG00000102128	RAB40AL	chrX	102937272	102938300	HGNC Symbol	protein_coding
ENSG00000109339	MAPK10	chr4	85990007	86594625	HGNC Symbol	protein_coding
ENSG00000130812	ANGPTL6	chr19	10092338	10102796	HGNC Symbol	protein_coding
ENSG00000111752	PHC1	chr12	8913896	8941467	HGNC Symbol	protein_coding
ENSG00000224632	NUDT19P2	chrX	103007461	103008072	HGNC Symbol	processed_pseudogene
ENSG00000133169	BEX1	chrX	103062651	103064171	HGNC Symbol	protein_coding
ENSG00000156162	DPY19L4	chr8	94719703	94793836	HGNC Symbol	protein_coding
ENSG00000147206	NXF3	chrX	103075810	103093143	HGNC Symbol	protein_coding
ENSG00000258876	TGFB3-AS1	chr14	75970924	75971587	HGNC Symbol	lncRNA
ENSG00000148343	MIGA2	chr9	129036621	129072082	HGNC Symbol	protein_coding
ENSG00000089916	GPATCH2L	chr14	76151916	76254342	HGNC Symbol	protein_coding
ENSG00000243207	PPAN-P2RY11	chr19	10106223	10114780	HGNC Symbol	protein_coding
ENSG00000106638	TBL2	chr7	73567537	73578791	HGNC Symbol	protein_coding
ENSG00000168477	TNXB	chr6	32041153	32115334	HGNC Symbol	protein_coding
ENSG00000233071	RPSAP59	chrX	103206010	103206899	HGNC Symbol	processed_pseudogene
ENSG00000130810	PPAN	chr19	10106362	10112012	HGNC Symbol	protein_coding
ENSG00000102409	BEX4	chrX	103215108	103217246	HGNC Symbol	protein_coding
ENSG00000167130	DOLPP1	chr9	129081111	129090438	HGNC Symbol	protein_coding
ENSG00000180964	TCEAL8	chrX	103252995	103255192	HGNC Symbol	protein_coding
ENSG00000164941	INTS8	chr8	94813311	94881746	HGNC Symbol	protein_coding
ENSG00000209645	SNORD105	chr19	10107651	10107735	HGNC Symbol	snoRNA
ENSG00000204065	TCEAL5	chrX	103273691	103276750	HGNC Symbol	protein_coding
ENSG00000238531	SNORD105B	chr19	10109757	10109835	HGNC Symbol	snoRNA
ENSG00000244165	P2RY11	chr19	10111693	10115372	HGNC Symbol	protein_coding
ENSG00000133134	BEX2	chrX	103309346	103311007	HGNC Symbol	protein_coding
ENSG00000182916	TCEAL7	chrX	103330229	103332326	HGNC Symbol	protein_coding
ENSG00000130811	EIF3G	chr19	10115014	10119918	HGNC Symbol	protein_coding
ENSG00000185222	TCEAL9	chrX	103356489	103358462	HGNC Symbol	protein_coding
ENSG00000119715	ESRRB	chr14	76310712	76501837	HGNC Symbol	protein_coding
ENSG00000166681	BEX3	chrX	103376395	103378164	HGNC Symbol	protein_coding
ENSG00000095321	CRAT	chr9	129094794	129111189	HGNC Symbol	protein_coding
ENSG00000003056	M6PR	chr12	8940361	8949761	HGNC Symbol	protein_coding
ENSG00000271423	CYCSP1	chr14	76633714	76634028	HGNC Symbol	processed_pseudogene
ENSG00000242952	RPSAP3	chr14	76634775	76635661	HGNC Symbol	transcribed_processed_pseudogene
ENSG00000172476	RAB40A	chrX	103499130	103519489	HGNC Symbol	protein_coding
ENSG00000071246	VASH1	chr14	76761468	76783015	HGNC Symbol	protein_coding
ENSG00000133142	TCEAL4	chrX	103576231	103587729	HGNC Symbol	protein_coding
ENSG00000009950	MLXIPL	chr7	73593194	73624543	HGNC Symbol	protein_coding
ENSG00000139187	KLRG1	chr12	8950044	9010760	HGNC Symbol	protein_coding
ENSG00000258301	VASH1-AS1	chr14	76781733	76786724	HGNC Symbol	lncRNA
ENSG00000013523	ANGEL1	chr14	76786009	76826246	HGNC Symbol	protein_coding
ENSG00000196507	TCEAL3	chrX	103607451	103629690	HGNC Symbol	protein_coding
ENSG00000213049	HNRNPA1P34	chr12	9027532	9029089	HGNC Symbol	processed_pseudogene
ENSG00000255776	VDAC2P2	chr12	9036344	9037244	HGNC Symbol	processed_pseudogene
ENSG00000214851	LINC00612	chr12	9055589	9065070	HGNC Symbol	lncRNA
ENSG00000224031	TCEAL3-AS1	chrX	103626076	103626492	HGNC Symbol	lncRNA
ENSG00000172465	TCEAL1	chrX	103628704	103630953	HGNC Symbol	protein_coding
ENSG00000245105	A2M-AS1	chr12	9065163	9068689	HGNC Symbol	lncRNA
ENSG00000252512	RNA5SP206	chr6	32078508	32078628	HGNC Symbol	rRNA_pseudogene
ENSG00000180284	CNEP1R1P1	chrX	103651735	103652106	HGNC Symbol	processed_pseudogene
ENSG00000123562	MORF4L2	chrX	103675496	103688158	HGNC Symbol	protein_coding
ENSG00000100565	LRRC74A	chr14	76826372	76870302	HGNC Symbol	protein_coding
ENSG00000175899	A2M	chr12	9067664	9116229	HGNC Symbol	protein_coding
ENSG00000213676	ATF6B	chr6	32115264	32128253	HGNC Symbol	protein_coding
ENSG00000119383	PTPA	chr9	129110950	129148946	HGNC Symbol	protein_coding
ENSG00000241081	RPL22P2	chr14	76886377	76886750	HGNC Symbol	processed_pseudogene
ENSG00000223174	RN7SKP17	chr14	76890263	76890613	HGNC Symbol	misc_RNA
ENSG00000258602	LINC01629	chr14	76959638	76965802	HGNC Symbol	lncRNA
ENSG00000207965	MIR629	chr15	70079372	70079468	HGNC Symbol	miRNA
ENSG00000200216	RNU6-745P	chr15	70193236	70193341	HGNC Symbol	snRNA
ENSG00000266553	RN7SL356P	chr14	76967518	76967765	HGNC Symbol	misc_RNA
ENSG00000231154	MORF4L2-AS1	chrX	103687284	103691772	HGNC Symbol	lncRNA
ENSG00000259473	LINC02205	chr15	70503907	70505928	HGNC Symbol	lncRNA
ENSG00000119669	IRF2BPL	chr14	77024543	77028708	HGNC Symbol	protein_coding
ENSG00000188828	GLRA4	chrX	103702210	103728655	HGNC Symbol	protein_coding
ENSG00000280639	LINC02204	chr15	70570958	70586606	HGNC Symbol	lncRNA
ENSG00000281264	SALRNA3	chr15	70615547	70616567	HGNC Symbol	lncRNA
ENSG00000246548	LINC02288	chr14	77041064	77069503	HGNC Symbol	lncRNA
ENSG00000280515	SALRNA2	chr15	70635249	70637314	HGNC Symbol	lncRNA
ENSG00000137831	UACA	chr15	70654554	70763558	HGNC Symbol	protein_coding
ENSG00000258819	LINC02289	chr14	77069169	77076392	HGNC Symbol	lncRNA
ENSG00000175305	CCNE2	chr8	94879770	94896678	HGNC Symbol	protein_coding
ENSG00000198894	CIPC	chr14	77098126	77117287	HGNC Symbol	protein_coding
ENSG00000103550	KNOP1	chr16	19701937	19718235	HGNC Symbol	protein_coding
ENSG00000204315	FKBPL	chr6	32128707	32130288	HGNC Symbol	protein_coding
ENSG00000179363	TMEM31	chrX	103710909	103714032	HGNC Symbol	protein_coding
ENSG00000130816	DNMT1	chr19	10133342	10231286	HGNC Symbol	protein_coding
ENSG00000204314	PRRT1	chr6	32148359	32153083	HGNC Symbol	protein_coding
ENSG00000123560	PLP1	chrX	103773718	103792619	HGNC Symbol	protein_coding
ENSG00000174628	IQCK	chr16	19716456	19858467	HGNC Symbol	protein_coding
ENSG00000165548	TMEM63C	chr14	77116568	77259495	HGNC Symbol	protein_coding
ENSG00000256937	KRT17P8	chr12	9127783	9128645	HGNC Symbol	processed_pseudogene
ENSG00000256720	BTG1P1	chr12	9135084	9135591	HGNC Symbol	processed_pseudogene
ENSG00000126838	PZP	chr12	9148840	9208395	HGNC Symbol	protein_coding
ENSG00000261939	LARP7P2	chr16	19819504	19819628	HGNC Symbol	processed_pseudogene
ENSG00000176428	VPS37D	chr7	73667831	73672112	HGNC Symbol	protein_coding
ENSG00000167191	GPRC5B	chr16	19856691	19886167	HGNC Symbol	protein_coding
ENSG00000221988	PPT2	chr6	32153441	32163678	HGNC Symbol	protein_coding
ENSG00000176410	DNAJC30	chr7	73680918	73683453	HGNC Symbol	protein_coding
ENSG00000177108	ZDHHC22	chr14	77131270	77142734	HGNC Symbol	protein_coding
ENSG00000251306	NDUFB4P2	chr5	59528861	59529251	HGNC Symbol	processed_pseudogene
ENSG00000202601	MIR582	chr5	59703606	59703703	HGNC Symbol	miRNA
ENSG00000202017	RNU6-806P	chr5	60304047	60304151	HGNC Symbol	snRNA
ENSG00000156170	NDUFAF6	chr8	94895767	95116455	HGNC Symbol	protein_coding
ENSG00000258552	FAM204DP	chr14	77173075	77173652	HGNC Symbol	processed_pseudogene
ENSG00000214244	SETP21	chr5	60459848	60460739	HGNC Symbol	processed_pseudogene
ENSG00000165553	NGB	chr14	77265483	77271312	HGNC Symbol	protein_coding
ENSG00000123570	RAB9B	chrX	103822327	103832257	HGNC Symbol	protein_coding
ENSG00000152931	PART1	chr5	60487713	60548813	HGNC Symbol	lncRNA
ENSG00000231728	TMSB15B-AS1	chrX	103845151	103919548	HGNC Symbol	lncRNA
ENSG00000221754	MIR1260A	chr14	77266218	77266290	HGNC Symbol	miRNA
ENSG00000071462	BUD23	chr7	73683025	73705161	HGNC Symbol	protein_coding
ENSG00000009830	POMT2	chr14	77274956	77320883	HGNC Symbol	protein_coding
ENSG00000180269	GPR139	chr16	20028239	20073890	HGNC Symbol	protein_coding
ENSG00000222419	RNA5SP511	chrX	103850797	103850911	HGNC Symbol	rRNA_pseudogene
ENSG00000231787	H2BP9	chrX	103904322	103904754	HGNC Symbol	processed_pseudogene
ENSG00000234345	ELF2P1	chrX	103910305	103911352	HGNC Symbol	processed_pseudogene
ENSG00000227624	SNRPEP3	chr16	20238972	20239247	HGNC Symbol	processed_pseudogene
ENSG00000158427	TMSB15B	chrX	103918896	103966712	HGNC Symbol	protein_coding
ENSG00000235420	RPL29P30	chr15	70796597	70802688	HGNC Symbol	transcribed_processed_pseudogene
ENSG00000169347	GP2	chr16	20309574	20327808	HGNC Symbol	protein_coding
ENSG00000166173	LARP6	chr15	70829130	70854157	HGNC Symbol	protein_coding
ENSG00000035499	DEPDC1B	chr5	60596912	60700190	HGNC Symbol	protein_coding
ENSG00000256817	TPT1P12	chr12	9155881	9156372	HGNC Symbol	processed_pseudogene
ENSG00000256069	A2MP1	chr12	9228533	9275817	HGNC Symbol	transcribed_unprocessed_pseudogene
ENSG00000230312	SLC25A53P1	chrX	103928099	103929017	HGNC Symbol	processed_pseudogene
ENSG00000227067	DPPA3P1	chrX	103961811	103962279	HGNC Symbol	processed_pseudogene
ENSG00000123569	H2BW1	chrX	104011147	104013687	HGNC Symbol	protein_coding
ENSG00000101812	H2BW2	chrX	104039949	104042454	HGNC Symbol	protein_coding
ENSG00000188483	IER5L	chr9	129175552	129178261	HGNC Symbol	protein_coding
ENSG00000283429	MIR1244-3	chr12	9239467	9239551	HGNC Symbol	miRNA
ENSG00000235946	H2BW3P	chrX	104062542	104063037	HGNC Symbol	processed_pseudogene
ENSG00000231503	PTMAP4	chr12	9239986	9240331	HGNC Symbol	processed_pseudogene
ENSG00000237248	LINC00987	chr12	9240003	9257960	HGNC Symbol	lncRNA
ENSG00000269743	SLC25A53	chrX	104099214	104157009	HGNC Symbol	protein_coding
ENSG00000179082	C9orf106	chr9	129321016	129324905	HGNC Symbol	lncRNA
ENSG00000137821	LRRC49	chr15	70853239	71053658	HGNC Symbol	protein_coding
ENSG00000166707	ZCCHC18	chrX	104112131	104115842	HGNC Symbol	protein_coding
ENSG00000233901	LINC01503	chr9	129332300	129359541	HGNC Symbol	lncRNA
ENSG00000123575	FAM199X	chrX	104166453	104195902	HGNC Symbol	protein_coding
ENSG00000251303	CAB39P1	chr5	60630514	60630973	HGNC Symbol	processed_pseudogene
ENSG00000260423	LINC02367	chr12	9347056	9400387	HGNC Symbol	lncRNA
ENSG00000250148	KRT8P31	chr5	60743563	60744970	HGNC Symbol	processed_pseudogene
ENSG00000242281	RN7SL159P	chr9	129370170	129370461	HGNC Symbol	misc_RNA
ENSG00000123576	ESX1	chrX	104250038	104254933	HGNC Symbol	protein_coding
ENSG00000164181	ELOVL7	chr5	60751791	60844274	HGNC Symbol	protein_coding
ENSG00000164938	TP53INP1	chr8	94925972	94949378	HGNC Symbol	protein_coding
ENSG00000189108	IL1RAPL2	chrX	104566199	105767829	HGNC Symbol	protein_coding
ENSG00000204054	LINC00963	chr9	129476946	129513687	HGNC Symbol	lncRNA
ENSG00000214826	DDX12P	chr12	9418673	9448229	HGNC Symbol	unprocessed_pseudogene
ENSG00000232665	PHBP10	chrX	104647216	104647999	HGNC Symbol	processed_pseudogene
ENSG00000223733	RPL18AP14	chrX	104803915	104804440	HGNC Symbol	processed_pseudogene
ENSG00000268629	TEX13A	chrX	105218929	105220694	HGNC Symbol	protein_coding
ENSG00000181819	KCTD9P2	chrX	105405647	105407039	HGNC Symbol	processed_pseudogene
ENSG00000100577	GSTZ1	chr14	77320996	77331597	HGNC Symbol	protein_coding
ENSG00000206864	RNU6-207P	chrX	105676071	105676177	HGNC Symbol	snRNA
ENSG00000200525	RNU6-1209P	chr8	95055214	95055320	HGNC Symbol	snRNA
ENSG00000245080	MIR3150BHG	chr8	95066808	95073182	HGNC Symbol	lncRNA
ENSG00000123572	NRK	chrX	105822539	105958610	HGNC Symbol	protein_coding
ENSG00000284147	MIR3150B	chr8	95072911	95072996	HGNC Symbol	miRNA
ENSG00000283522	MIR3150A	chr8	95072914	95072993	HGNC Symbol	miRNA
ENSG00000175895	PLEKHF2	chr8	95133785	95156685	HGNC Symbol	protein_coding
ENSG00000258388	PPT2-EGFL8	chr6	32153845	32171978	HGNC Symbol	protein_coding
ENSG00000253773	C8orf37-AS1	chr8	95204456	95811254	HGNC Symbol	lncRNA
ENSG00000253351	LINC01298	chr8	95206876	95216525	HGNC Symbol	lncRNA
ENSG00000111796	KLRB1	chr12	9594551	9607916	HGNC Symbol	protein_coding
ENSG00000049167	ERCC8	chr5	60866454	60945073	HGNC Symbol	protein_coding
ENSG00000123561	SERPINA7	chrX	106032435	106038727	HGNC Symbol	protein_coding
ENSG00000156172	C8orf37	chr8	95244913	95269201	HGNC Symbol	protein_coding
ENSG00000212345	RNU6-700P	chr12	9624122	9624228	HGNC Symbol	snRNA
ENSG00000233719	GOT2P3	chr12	9641723	9643011	HGNC Symbol	transcribed_processed_pseudogene
ENSG00000230788	CTDSPL2P2	chrX	106070481	106073202	HGNC Symbol	processed_pseudogene
ENSG00000157502	PWWP3B	chrX	106168305	106208956	HGNC Symbol	protein_coding
ENSG00000202112	RNU6-690P	chr8	95599114	95599219	HGNC Symbol	snRNA
ENSG00000254079	SRSF3P2	chr8	95947781	95948233	HGNC Symbol	processed_pseudogene
ENSG00000241404	EGFL8	chr6	32164595	32168281	HGNC Symbol	protein_coding
ENSG00000256709	CSGALNACT2P2	chrX	106327534	106327824	HGNC Symbol	processed_pseudogene
ENSG00000183663	GAPDHP30	chr8	96068729	96069681	HGNC Symbol	processed_pseudogene
ENSG00000224816	NAP1L4P2	chrX	106466542	106467440	HGNC Symbol	processed_pseudogene
ENSG00000227657	SERPINA7P1	chrX	106562774	106563404	HGNC Symbol	unprocessed_pseudogene
ENSG00000106089	STX1A	chr7	73699206	73719672	HGNC Symbol	protein_coding
ENSG00000169344	UMOD	chr16	20333052	20356301	HGNC Symbol	protein_coding
ENSG00000147231	RADX	chrX	106611930	106679439	HGNC Symbol	protein_coding
ENSG00000156466	GDF6	chr8	96142333	96160806	HGNC Symbol	protein_coding
ENSG00000069493	CLEC2D	chr12	9664969	9699553	HGNC Symbol	protein_coding
ENSG00000156467	UQCRB	chr8	96222947	96235546	HGNC Symbol	protein_coding
ENSG00000148335	NTMT1	chr9	129608884	129636135	HGNC Symbol	protein_coding
ENSG00000263515	MIR548AN	chrX	106639814	106639896	HGNC Symbol	miRNA
ENSG00000133135	RNF128	chrX	106693794	106797016	HGNC Symbol	protein_coding
ENSG00000133138	TBC1D8B	chrX	106802673	106876150	HGNC Symbol	protein_coding
ENSG00000204310	AGPAT1	chr6	32168212	32178096	HGNC Symbol	protein_coding
ENSG00000215032	GNL3LP1	chr5	60891935	60893577	HGNC Symbol	processed_pseudogene
ENSG00000179058	C9orf50	chr9	129612225	129620776	HGNC Symbol	protein_coding
ENSG00000169340	PDILT	chr16	20359175	20404737	HGNC Symbol	protein_coding
ENSG00000233847	ERCC8-AS1	chr5	60917490	60919573	HGNC Symbol	lncRNA
ENSG00000164182	NDUFAF2	chr5	60945177	61154531	HGNC Symbol	protein_coding
ENSG00000148331	ASB6	chr9	129634604	129642169	HGNC Symbol	protein_coding
ENSG00000156469	MTERF3	chr8	96239398	96261610	HGNC Symbol	protein_coding
ENSG00000259470	KRT8P9	chr15	70858714	70860162	HGNC Symbol	processed_pseudogene
ENSG00000129028	THAP10	chr15	70881342	70892433	HGNC Symbol	protein_coding
ENSG00000242276	RPL5P3	chr15	71063101	71063989	HGNC Symbol	processed_pseudogene
ENSG00000133131	MORC4	chrX	106813871	107000212	HGNC Symbol	protein_coding
ENSG00000213443	NPM1P7	chr12	9695384	9696227	HGNC Symbol	processed_pseudogene
ENSG00000100580	TMED8	chr14	77335029	77377094	HGNC Symbol	protein_coding
ENSG00000256582	LINC02390	chr12	9704077	9709350	HGNC Symbol	lncRNA
ENSG00000188725	SMIM15	chr5	61157704	61162468	HGNC Symbol	protein_coding
ENSG00000187720	THSD4	chr15	71096952	71783383	HGNC Symbol	protein_coding
ENSG00000167157	PRRX2	chr9	129665647	129722674	HGNC Symbol	protein_coding
ENSG00000184293	CLECL1	chr12	9715860	9733299	HGNC Symbol	protein_coding
ENSG00000251279	SMIM15-AS1	chr5	61162070	61232040	HGNC Symbol	lncRNA
ENSG00000249279	LINC02057	chr5	61201304	61304811	HGNC Symbol	lncRNA
ENSG00000236024	PRRX2-AS1	chr9	129712896	129718635	HGNC Symbol	lncRNA
ENSG00000183549	ACSM5	chr16	20409534	20441336	HGNC Symbol	protein_coding
ENSG00000100583	SAMD15	chr14	77376689	77391497	HGNC Symbol	protein_coding
ENSG00000148344	PTGES	chr9	129738331	129753042	HGNC Symbol	protein_coding
ENSG00000130449	ZSWIM6	chr5	61332258	61546172	HGNC Symbol	protein_coding
ENSG00000165555	NOXRED1	chr14	77394021	77423517	HGNC Symbol	protein_coding
ENSG00000110848	CD69	chr12	9752486	9760901	HGNC Symbol	protein_coding
ENSG00000233909	UBE2V1P4	chr9	129791196	129791837	HGNC Symbol	processed_pseudogene
ENSG00000136816	TOR1B	chr9	129803157	129811281	HGNC Symbol	protein_coding
ENSG00000265724	MIR4284	chr7	73711317	73711397	HGNC Symbol	miRNA
ENSG00000241709	RN7SL265P	chr7	73732569	73732868	HGNC Symbol	misc_RNA
ENSG00000225969	ABHD11-AS1	chr7	73735038	73736158	HGNC Symbol	transcribed_unitary_pseudogene
ENSG00000147223	RIPPLY1	chrX	106900063	106903341	HGNC Symbol	protein_coding
ENSG00000213891	RPL3P6	chr5	61390668	61391871	HGNC Symbol	processed_pseudogene
ENSG00000136827	TOR1A	chr9	129812942	129824244	HGNC Symbol	protein_coding
ENSG00000151445	VIPAS39	chr14	77426675	77457952	HGNC Symbol	protein_coding
ENSG00000178722	C5orf64	chr5	61610424	61793401	HGNC Symbol	lncRNA
ENSG00000165376	CLDN2	chrX	106900164	106930861	HGNC Symbol	protein_coding
ENSG00000106077	ABHD11	chr7	73736094	73738867	HGNC Symbol	protein_coding
ENSG00000256912	GCNAP1	chr12	9817350	9818025	HGNC Symbol	processed_pseudogene
ENSG00000225362	CT62	chr15	71110244	71115494	HGNC Symbol	lncRNA
ENSG00000231144	EEF1A1P40	chrX	107032248	107032820	HGNC Symbol	processed_pseudogene
ENSG00000183747	ACSM2A	chr16	20451461	20487669	HGNC Symbol	protein_coding
ENSG00000089682	RBM41	chrX	107064420	107118823	HGNC Symbol	protein_coding
ENSG00000259964	THSD4-AS1	chr15	71147650	71189064	HGNC Symbol	lncRNA
ENSG00000150045	KLRF1	chr12	9827481	9845007	HGNC Symbol	protein_coding
ENSG00000136819	C9orf78	chr9	129827290	129835863	HGNC Symbol	protein_coding
ENSG00000156471	PTDSS1	chr8	96261902	96336995	HGNC Symbol	protein_coding
ENSG00000259781	HMGB1P6	chr15	71164770	71165415	HGNC Symbol	processed_pseudogene
ENSG00000198088	NUP62CL	chrX	107123427	107206433	HGNC Symbol	protein_coding
ENSG00000278570	NR2E3	chr15	71792638	71818259	HGNC Symbol	protein_coding
ENSG00000136878	USP20	chr9	129834698	129881828	HGNC Symbol	protein_coding
ENSG00000212215	RNU6-913P	chr5	61664145	61664239	HGNC Symbol	snRNA
ENSG00000251575	C5orf64-AS1	chr5	61732774	61735715	HGNC Symbol	lncRNA
ENSG00000213569	GTF3C6P2	chrX	107131659	107132269	HGNC Symbol	processed_pseudogene
ENSG00000251983	RN7SKP157	chr5	62146665	62146946	HGNC Symbol	misc_RNA
ENSG00000080572	DNAAF6	chrX	107206611	107244247	HGNC Symbol	protein_coding
ENSG00000110852	CLEC2B	chr12	9852984	9870136	HGNC Symbol	protein_coding
ENSG00000204053	MYCLP1	chrX	107272582	107273656	HGNC Symbol	processed_pseudogene
ENSG00000284469	MIR6721	chr6	32170030	32170116	HGNC Symbol	miRNA
ENSG00000215007	DNAJA1P3	chrX	107351650	107352843	HGNC Symbol	processed_pseudogene
ENSG00000214720	KRT18P49	chrX	107428630	107429461	HGNC Symbol	processed_pseudogene
ENSG00000204308	RNF5	chr6	32178405	32180793	HGNC Symbol	protein_coding
ENSG00000165215	CLDN3	chr7	73768997	73770270	HGNC Symbol	protein_coding
ENSG00000227610	FRMPD3-AS1	chrX	107512983	107545821	HGNC Symbol	lncRNA
ENSG00000066933	MYO9A	chr15	71822291	72118577	HGNC Symbol	protein_coding
ENSG00000147234	FRMPD3	chrX	107522450	107605251	HGNC Symbol	protein_coding
ENSG00000189143	CLDN4	chr7	73799542	73832693	HGNC Symbol	protein_coding
ENSG00000256797	KLRF2	chr12	9881489	9895833	HGNC Symbol	protein_coding
ENSG00000188393	CLEC2A	chr12	9898673	9932370	HGNC Symbol	protein_coding
ENSG00000068796	KIF2A	chr5	62306162	62391025	HGNC Symbol	protein_coding
ENSG00000165171	METTL27	chr7	73834590	73842516	HGNC Symbol	protein_coding
ENSG00000066813	ACSM2B	chr16	20536226	20576427	HGNC Symbol	protein_coding
ENSG00000147224	PRPS1	chrX	107628428	107651993	HGNC Symbol	protein_coding
ENSG00000277264	MIR6833	chr6	32179816	32179876	HGNC Symbol	miRNA
ENSG00000225231	LINC02470	chr12	9936504	9943495	HGNC Symbol	lncRNA
ENSG00000202095	RNU6-1172P	chr8	96431054	96431160	HGNC Symbol	snRNA
ENSG00000231560	CLEC12A-AS1	chr12	9948137	9953336	HGNC Symbol	lncRNA
ENSG00000169439	SDC2	chr8	96493813	96611790	HGNC Symbol	protein_coding
ENSG00000175877	TMEM270	chr7	73861159	73865890	HGNC Symbol	protein_coding
ENSG00000172322	CLEC12A	chr12	9951316	9995694	HGNC Symbol	protein_coding
ENSG00000276124	MIR6855	chr9	129869605	129869671	HGNC Symbol	miRNA
ENSG00000187239	FNBP1	chr9	129887187	130043194	HGNC Symbol	protein_coding
ENSG00000204305	AGER	chr6	32180968	32184322	HGNC Symbol	protein_coding
ENSG00000267534	S1PR2	chr19	10221433	10231331	HGNC Symbol	protein_coding
ENSG00000157514	TSC22D3	chrX	107713221	107777342	HGNC Symbol	protein_coding
ENSG00000264266	MIR4322	chr19	10230413	10230485	HGNC Symbol	miRNA
ENSG00000105364	MRPL4	chr19	10251901	10260055	HGNC Symbol	protein_coding
ENSG00000165682	CLEC1B	chr12	9985642	10013424	HGNC Symbol	protein_coding
ENSG00000170935	NCBP2L	chrX	107774899	107795829	HGNC Symbol	protein_coding
ENSG00000104324	CPQ	chr8	96645242	97149654	HGNC Symbol	protein_coding
ENSG00000080561	MID2	chrX	107825755	107931637	HGNC Symbol	protein_coding
ENSG00000100591	AHSA1	chr14	77457870	77469472	HGNC Symbol	protein_coding
ENSG00000200873	RNA5SP399	chr15	71858570	71858686	HGNC Symbol	rRNA_pseudogene
ENSG00000260576	EIF5A2P1	chr15	72041194	72041653	HGNC Symbol	processed_pseudogene
ENSG00000222094	RNU2-65P	chr15	72045183	72045367	HGNC Symbol	snRNA
ENSG00000166192	SENP8	chr15	72114258	72143692	HGNC Symbol	protein_coding
ENSG00000256660	CLEC12B	chr12	10010627	10018796	HGNC Symbol	protein_coding
ENSG00000148358	GPR107	chr9	130053426	130140169	HGNC Symbol	protein_coding
ENSG00000260762	ACSM5P1	chr16	20586550	20607107	HGNC Symbol	unprocessed_pseudogene
ENSG00000175318	GRAMD2A	chr15	72159806	72197787	HGNC Symbol	protein_coding
ENSG00000049540	ELN	chr7	74027789	74069907	HGNC Symbol	protein_coding
ENSG00000180543	TSPYL5	chr8	97273488	97277928	HGNC Symbol	protein_coding
ENSG00000005187	ACSM3	chr16	20610243	20797581	HGNC Symbol	protein_coding
ENSG00000225728	TMEM230P1	chrX	107939263	107939642	HGNC Symbol	processed_pseudogene
ENSG00000277883	NLRP3P1	chrX	107974078	107985008	HGNC Symbol	unprocessed_pseudogene
ENSG00000197992	CLEC9A	chr12	10030678	10066031	HGNC Symbol	protein_coding
ENSG00000170925	TEX13B	chrX	107980864	107982370	HGNC Symbol	protein_coding
ENSG00000101842	VSIG1	chrX	108044970	108079184	HGNC Symbol	protein_coding
ENSG00000100593	ISM2	chr14	77474394	77498816	HGNC Symbol	protein_coding
ENSG00000207215	SNORD3H	chr8	97358265	97358478	HGNC Symbol	snoRNA
ENSG00000150048	CLEC1A	chr12	10069554	10111627	HGNC Symbol	protein_coding
ENSG00000101843	PSMD10	chrX	108084207	108091549	HGNC Symbol	protein_coding
ENSG00000147649	MTDH	chr8	97644184	97730260	HGNC Symbol	protein_coding
ENSG00000090339	ICAM1	chr19	10271093	10286615	HGNC Symbol	protein_coding
ENSG00000100596	SPTLC2	chr14	77505997	77616637	HGNC Symbol	protein_coding
ENSG00000067225	PKM	chr15	72199029	72231822	HGNC Symbol	protein_coding
ENSG00000223042	RN7SKP161	chr12	10084186	10084490	HGNC Symbol	misc_RNA
ENSG00000255734	HNRNPABP1	chr12	10111738	10112471	HGNC Symbol	processed_pseudogene
ENSG00000172243	CLEC7A	chr12	10116777	10130258	HGNC Symbol	protein_coding
ENSG00000240233	RN7SL587P	chr14	77547566	77547846	HGNC Symbol	misc_RNA
ENSG00000258668	COX6CP11	chr14	77652827	77653055	HGNC Symbol	processed_pseudogene
ENSG00000105371	ICAM4	chr19	10286955	10288522	HGNC Symbol	protein_coding
ENSG00000101844	ATG4A	chrX	108091668	108154671	HGNC Symbol	protein_coding
