ENSG	Gene	Chr	Start	End	Source	Type
ENSG00000167755	KLK6	chr19	51461887	51472929	HGNC Symbol	protein_coding
ENSG00000254004	ZNF260	chr19	37001597	37019562	HGNC Symbol	protein_coding
ENSG00000186020	ZNF529	chr19	37025676	37096178	HGNC Symbol	protein_coding
ENSG00000179271	GADD45GIP1	chr19	13064972	13068050	HGNC Symbol	protein_coding
ENSG00000179284	DAND5	chr19	13075973	13085567	HGNC Symbol	protein_coding
ENSG00000099617	EFNA2	chr19	1286153	1301430	HGNC Symbol	protein_coding
ENSG00000169035	KLK7	chr19	51479729	51487355	HGNC Symbol	protein_coding
ENSG00000115286	NDUFS7	chr19	1383526	1395583	HGNC Symbol	protein_coding
ENSG00000008441	NFIX	chr19	13106422	13209610	HGNC Symbol	protein_coding
ENSG00000161298	ZNF382	chr19	37095719	37119499	HGNC Symbol	protein_coding
ENSG00000129455	KLK8	chr19	51499263	51505967	HGNC Symbol	protein_coding
ENSG00000197808	ZNF461	chr19	37128094	37157755	HGNC Symbol	protein_coding
ENSG00000104903	LYL1	chr19	13209847	13213975	HGNC Symbol	protein_coding
ENSG00000189042	ZNF567	chr19	37178514	37218603	HGNC Symbol	protein_coding
ENSG00000130005	GAMT	chr19	1397091	1401569	HGNC Symbol	protein_coding
ENSG00000213022	KLK9	chr19	51503806	51512890	HGNC Symbol	protein_coding
ENSG00000267041	ZNF850	chr19	37205285	37263727	HGNC Symbol	protein_coding
ENSG00000129451	KLK10	chr19	51515995	51523431	HGNC Symbol	protein_coding
ENSG00000071626	DAZAP1	chr19	1407568	1435719	HGNC Symbol	protein_coding
ENSG00000197863	ZNF790	chr19	37308330	37341689	HGNC Symbol	protein_coding
ENSG00000104907	TRMT1	chr19	13215716	13228381	HGNC Symbol	protein_coding
ENSG00000167757	KLK11	chr19	51525472	51531295	HGNC Symbol	protein_coding
ENSG00000251247	ZNF345	chr19	37341263	37403931	HGNC Symbol	protein_coding
ENSG00000185869	ZNF829	chr19	37379026	37407193	HGNC Symbol	protein_coding
ENSG00000160877	NACC1	chr19	13228917	13251955	HGNC Symbol	protein_coding
ENSG00000186474	KLK12	chr19	51532348	51538486	HGNC Symbol	protein_coding
ENSG00000104915	STX10	chr19	13254872	13261197	HGNC Symbol	protein_coding
ENSG00000167759	KLK13	chr19	51559463	51568371	HGNC Symbol	protein_coding
ENSG00000115268	RPS15	chr19	1438358	1440583	HGNC Symbol	protein_coding
ENSG00000160888	IER2	chr19	13261229	13265722	HGNC Symbol	protein_coding
ENSG00000198453	ZNF568	chr19	37407231	37489602	HGNC Symbol	protein_coding
ENSG00000197050	ZNF420	chr19	37498759	37621216	HGNC Symbol	protein_coding
ENSG00000115266	APC2	chr19	1446300	1473243	HGNC Symbol	protein_coding
ENSG00000129437	KLK14	chr19	51580752	51587502	HGNC Symbol	protein_coding
ENSG00000142544	CTU1	chr19	51600863	51611627	HGNC Symbol	protein_coding
ENSG00000129450	SIGLEC9	chr19	51628165	51639908	HGNC Symbol	protein_coding
ENSG00000168995	SIGLEC7	chr19	51645556	51656783	HGNC Symbol	protein_coding
ENSG00000196967	ZNF585A	chr19	37597636	37663643	HGNC Symbol	protein_coding
ENSG00000141837	CACNA1A	chr19	13317256	13734804	HGNC Symbol	protein_coding
ENSG00000245680	ZNF585B	chr19	37672481	37709055	HGNC Symbol	protein_coding
ENSG00000119559	C19orf25	chr19	1461142	1479555	HGNC Symbol	protein_coding
ENSG00000105383	CD33	chr19	51728320	51747115	HGNC Symbol	protein_coding
ENSG00000188283	ZNF383	chr19	37708828	37734828	HGNC Symbol	protein_coding
ENSG00000115257	PCSK4	chr19	1481427	1490751	HGNC Symbol	protein_coding
ENSG00000179213	SIGLECL1	chr19	51749603	51772584	HGNC Symbol	protein_coding
ENSG00000181666	HKR1	chr19	37803739	37860267	HGNC Symbol	protein_coding
ENSG00000142549	IGLON5	chr19	51815102	51833608	HGNC Symbol	protein_coding
ENSG00000115255	REEP6	chr19	1491165	1497926	HGNC Symbol	protein_coding
ENSG00000186806	VSIG10L	chr19	51834790	51845378	HGNC Symbol	protein_coding
ENSG00000105379	ETFB	chr19	51848423	51869672	HGNC Symbol	protein_coding
ENSG00000185761	ADAMTSL5	chr19	1505017	1513603	HGNC Symbol	protein_coding
ENSG00000160318	CLDND2	chr19	51870352	51872257	HGNC Symbol	protein_coding
ENSG00000105374	NKG7	chr19	51874860	51875969	HGNC Symbol	protein_coding
ENSG00000105370	LIM2	chr19	51883163	51891214	HGNC Symbol	protein_coding
ENSG00000189164	ZNF527	chr19	37861963	37883968	HGNC Symbol	protein_coding
ENSG00000262874	C19orf84	chr19	51891543	51893828	HGNC Symbol	protein_coding
ENSG00000196437	ZNF569	chr19	37902057	37960177	HGNC Symbol	protein_coding
ENSG00000185988	PLK5	chr19	1524073	1535455	HGNC Symbol	protein_coding
ENSG00000181588	MEX3D	chr19	1554668	1568057	HGNC Symbol	protein_coding
ENSG00000171827	ZNF570	chr19	37958487	37976260	HGNC Symbol	protein_coding
ENSG00000071655	MBD3	chr19	1576639	1592882	HGNC Symbol	protein_coding
ENSG00000142512	SIGLEC10	chr19	51913275	51921057	HGNC Symbol	protein_coding
ENSG00000188227	ZNF793	chr19	37997841	38039664	HGNC Symbol	protein_coding
ENSG00000127540	UQCR11	chr19	1597171	1605480	HGNC Symbol	protein_coding
ENSG00000104957	CCDC130	chr19	13842574	13874110	HGNC Symbol	protein_coding
ENSG00000037757	MRI1	chr19	13875346	13885096	HGNC Symbol	protein_coding
ENSG00000104979	C19orf53	chr19	13884982	13889276	HGNC Symbol	protein_coding
ENSG00000171817	ZNF540	chr19	38042308	38104998	HGNC Symbol	protein_coding
ENSG00000180479	ZNF571	chr19	38045684	38085673	HGNC Symbol	protein_coding
ENSG00000105366	SIGLEC8	chr19	51954101	51961710	HGNC Symbol	protein_coding
ENSG00000132003	ZSWIM4	chr19	13906274	13943044	HGNC Symbol	protein_coding
ENSG00000120784	ZFP30	chr19	38104650	38183238	HGNC Symbol	protein_coding
ENSG00000187556	NANOS3	chr19	13972877	13991571	HGNC Symbol	protein_coding
ENSG00000132016	C19orf57	chr19	13993161	14017265	HGNC Symbol	protein_coding
ENSG00000213822	CEACAM18	chr19	51979838	51994206	HGNC Symbol	protein_coding
ENSG00000071564	TCF3	chr19	1609291	1652604	HGNC Symbol	protein_coding
ENSG00000254521	SIGLEC12	chr19	51994611	52005043	HGNC Symbol	protein_coding
ENSG00000132024	CC2D1A	chr19	14017014	14041692	HGNC Symbol	protein_coding
ENSG00000205922	ONECUT3	chr19	1752372	1780987	HGNC Symbol	protein_coding
ENSG00000196381	ZNF781	chr19	38158652	38183223	HGNC Symbol	protein_coding
ENSG00000198182	ZNF607	chr19	38187264	38210691	HGNC Symbol	protein_coding
ENSG00000105492	SIGLEC6	chr19	52022779	52035110	HGNC Symbol	protein_coding
ENSG00000130270	ATP8B3	chr19	1782074	1812275	HGNC Symbol	protein_coding
ENSG00000189144	ZNF573	chr19	38226734	38307940	HGNC Symbol	protein_coding
ENSG00000132000	PODNL1	chr19	14042000	14064204	HGNC Symbol	protein_coding
ENSG00000171804	WDR87	chr19	38375463	38397317	HGNC Symbol	protein_coding
ENSG00000105497	ZNF175	chr19	52074551	52092991	HGNC Symbol	protein_coding
ENSG00000105501	SIGLEC5	chr19	52114781	52150151	HGNC Symbol	protein_coding
ENSG00000105738	SIPA1L3	chr19	38397868	38699012	HGNC Symbol	protein_coding
ENSG00000254415	SIGLEC14	chr19	52145806	52150054	HGNC Symbol	protein_coding
ENSG00000079313	REXO1	chr19	1815248	1848452	HGNC Symbol	protein_coding
ENSG00000105509	HAS1	chr19	52216365	52227247	HGNC Symbol	protein_coding
ENSG00000129911	KLF16	chr19	1852399	1863567	HGNC Symbol	protein_coding
ENSG00000171051	FPR1	chr19	52248425	52307363	HGNC Symbol	protein_coding
ENSG00000171049	FPR2	chr19	52255279	52273779	HGNC Symbol	protein_coding
ENSG00000011332	DPF1	chr19	38701646	38720354	HGNC Symbol	protein_coding
ENSG00000129968	ABHD17A	chr19	1876809	1885546	HGNC Symbol	protein_coding
ENSG00000167642	SPINT2	chr19	38734675	38783254	HGNC Symbol	protein_coding
ENSG00000227500	SCAMP4	chr19	1905213	1926016	HGNC Symbol	protein_coding
ENSG00000187474	FPR3	chr19	52298416	52329442	HGNC Symbol	protein_coding
ENSG00000167641	PPP1R14A	chr19	38741877	38747231	HGNC Symbol	protein_coding
ENSG00000213638	ADAT3	chr19	1905377	1913444	HGNC Symbol	protein_coding
ENSG00000161551	ZNF577	chr19	52359055	52394203	HGNC Symbol	protein_coding
ENSG00000133275	CSNK1G2	chr19	1941188	1981337	HGNC Symbol	protein_coding
ENSG00000198093	ZNF649	chr19	52392477	52408293	HGNC Symbol	protein_coding
ENSG00000132017	DCAF15	chr19	14063304	14072254	HGNC Symbol	protein_coding
ENSG00000133243	BTBD2	chr19	1985447	2034880	HGNC Symbol	protein_coding
ENSG00000176024	ZNF613	chr19	52430400	52452012	HGNC Symbol	protein_coding
ENSG00000132005	RFX1	chr19	14072350	14117851	HGNC Symbol	protein_coding
ENSG00000256683	ZNF350	chr19	52467596	52490109	HGNC Symbol	protein_coding
ENSG00000171136	RLN3	chr19	14138960	14141854	HGNC Symbol	protein_coding
ENSG00000167645	YIF1B	chr19	38795753	38807913	HGNC Symbol	protein_coding
ENSG00000104998	IL27RA	chr19	14142560	14163743	HGNC Symbol	protein_coding
ENSG00000187867	PALM3	chr19	14164177	14169971	HGNC Symbol	protein_coding
ENSG00000197619	ZNF615	chr19	52494585	52511483	HGNC Symbol	protein_coding
ENSG00000188032	C19orf67	chr19	14192431	14196687	HGNC Symbol	protein_coding
ENSG00000141858	SAMD1	chr19	14198652	14201848	HGNC Symbol	protein_coding
ENSG00000142556	ZNF614	chr19	52516018	52533493	HGNC Symbol	protein_coding
ENSG00000072062	PRKACA	chr19	14202500	14228896	HGNC Symbol	protein_coding
ENSG00000099875	MKNK2	chr19	2037470	2051243	HGNC Symbol	protein_coding
ENSG00000105011	ASF1B	chr19	14230321	14247768	HGNC Symbol	protein_coding
ENSG00000256087	ZNF432	chr19	52534632	52598991	HGNC Symbol	protein_coding
ENSG00000197608	ZNF841	chr19	52567719	52599018	HGNC Symbol	protein_coding
ENSG00000072071	LPHN1	chr19	14260750	14316999	HGNC Symbol	protein_coding
ENSG00000167644	C19orf33	chr19	38794801	38795649	HGNC Symbol	protein_coding
ENSG00000099337	KCNK6	chr19	38810484	38819660	HGNC Symbol	protein_coding
ENSG00000123146	CD97	chr19	14491313	14519537	HGNC Symbol	protein_coding
ENSG00000099338	CATSPERG	chr19	38826415	38861589	HGNC Symbol	protein_coding
ENSG00000204611	ZNF616	chr19	52616344	52643175	HGNC Symbol	protein_coding
ENSG00000196267	ZNF836	chr19	52657117	52674896	HGNC Symbol	protein_coding
ENSG00000172081	MOB3A	chr19	2071037	2096672	HGNC Symbol	protein_coding
ENSG00000105568	PPP2R1A	chr19	52693292	52730687	HGNC Symbol	protein_coding
ENSG00000099840	IZUMO4	chr19	2096380	2099592	HGNC Symbol	protein_coding
ENSG00000099341	PSMD8	chr19	38865176	38874464	HGNC Symbol	protein_coding
ENSG00000065000	AP3D1	chr19	2100988	2164464	HGNC Symbol	protein_coding
ENSG00000123136	DDX39A	chr19	14519631	14530192	HGNC Symbol	protein_coding
ENSG00000179168	GGN	chr19	38874905	38878722	HGNC Symbol	protein_coding
ENSG00000188766	SPRED3	chr19	38879061	38886881	HGNC Symbol	protein_coding
ENSG00000196214	ZNF766	chr19	52772824	52795977	HGNC Symbol	protein_coding
ENSG00000130244	FAM98C	chr19	38893775	38899728	HGNC Symbol	protein_coding
ENSG00000198464	ZNF480	chr19	52800430	52829175	HGNC Symbol	protein_coding
ENSG00000123143	PKN1	chr19	14543865	14582679	HGNC Symbol	protein_coding
ENSG00000167554	ZNF610	chr19	52839498	52871031	HGNC Symbol	protein_coding
ENSG00000221923	ZNF880	chr19	52873170	52889048	HGNC Symbol	protein_coding
ENSG00000167555	ZNF528	chr19	52901102	52921665	HGNC Symbol	protein_coding
ENSG00000160951	PTGER1	chr19	14583278	14586174	HGNC Symbol	protein_coding
ENSG00000198633	ZNF534	chr19	52932440	52955568	HGNC Symbol	protein_coding
ENSG00000123159	GIPC1	chr19	14588572	14606944	HGNC Symbol	protein_coding
ENSG00000258405	ZNF578	chr19	52956829	53015407	HGNC Symbol	protein_coding
ENSG00000171777	RASGRP4	chr19	38899695	38916945	HGNC Symbol	protein_coding
ENSG00000198482	ZNF808	chr19	53030905	53067717	HGNC Symbol	protein_coding
ENSG00000104885	DOT1L	chr19	2164148	2232577	HGNC Symbol	protein_coding
ENSG00000167562	ZNF701	chr19	53059075	53090427	HGNC Symbol	protein_coding
ENSG00000104886	PLEKHJ1	chr19	2230002	2237703	HGNC Symbol	protein_coding
ENSG00000132002	DNAJB1	chr19	14625582	14640582	HGNC Symbol	protein_coding
ENSG00000104897	SF3A2	chr19	2236520	2248678	HGNC Symbol	protein_coding
ENSG00000167766	ZNF83	chr19	53097313	53193749	HGNC Symbol	protein_coding
ENSG00000099797	TECR	chr19	14627897	14676792	HGNC Symbol	protein_coding
ENSG00000104899	AMH	chr19	2249308	2252072	HGNC Symbol	protein_coding
ENSG00000167476	JSRP1	chr19	2252251	2269758	HGNC Symbol	protein_coding
ENSG00000104904	OAZ1	chr19	2269485	2273487	HGNC Symbol	protein_coding
ENSG00000099795	NDUFB7	chr19	14676890	14682874	HGNC Symbol	protein_coding
ENSG00000213020	ZNF611	chr19	53206066	53238326	HGNC Symbol	protein_coding
ENSG00000189190	ZNF600	chr19	53267448	53290044	HGNC Symbol	protein_coding
ENSG00000196218	RYR1	chr19	38924339	39078204	HGNC Symbol	protein_coding
ENSG00000187912	CLEC17A	chr19	14693896	14721969	HGNC Symbol	protein_coding
ENSG00000198538	ZNF28	chr19	53300662	53360853	HGNC Symbol	protein_coding
ENSG00000131355	EMR3	chr19	14729929	14800839	HGNC Symbol	protein_coding
ENSG00000204604	ZNF468	chr19	53341261	53360902	HGNC Symbol	protein_coding
ENSG00000188305	C19orf35	chr19	2274631	2282181	HGNC Symbol	protein_coding
ENSG00000182986	ZNF320	chr19	53367043	53400946	HGNC Symbol	protein_coding
ENSG00000220008	LINGO3	chr19	2289774	2308156	HGNC Symbol	protein_coding
ENSG00000130332	LSM7	chr19	2321516	2328619	HGNC Symbol	protein_coding
ENSG00000178297	TMPRSS9	chr19	2389769	2426237	HGNC Symbol	protein_coding
ENSG00000160961	ZNF333	chr19	14800613	14844558	HGNC Symbol	protein_coding
ENSG00000099800	TIMM13	chr19	2425622	2427892	HGNC Symbol	protein_coding
ENSG00000176619	LMNB2	chr19	2427636	2456994	HGNC Symbol	protein_coding
ENSG00000099860	GADD45B	chr19	2476120	2478257	HGNC Symbol	protein_coding
ENSG00000176533	GNG7	chr19	2511217	2702707	HGNC Symbol	protein_coding
ENSG00000180257	ZNF816	chr19	53430388	53466164	HGNC Symbol	protein_coding
ENSG00000176490	DIRAS1	chr19	2714565	2721416	HGNC Symbol	protein_coding
ENSG00000221874	ZNF321P	chr19	53431728	53466076	HGNC Symbol	protein_coding
ENSG00000269526	ERVV-1	chr19	53517174	53519375	HGNC Symbol	protein_coding
ENSG00000268964	ERVV-2	chr19	53547991	53554329	HGNC Symbol	protein_coding
ENSG00000141873	SLC39A3	chr19	2732202	2740150	HGNC Symbol	protein_coding
ENSG00000104969	SGTA	chr19	2754712	2783369	HGNC Symbol	protein_coding
ENSG00000170949	ZNF160	chr19	53569859	53606689	HGNC Symbol	protein_coding
ENSG00000104814	MAP4K1	chr19	39078281	39109522	HGNC Symbol	protein_coding
ENSG00000172009	THOP1	chr19	2785458	2813599	HGNC Symbol	protein_coding
ENSG00000170954	ZNF415	chr19	53611132	53636330	HGNC Symbol	protein_coding
ENSG00000127507	EMR2	chr19	14843205	14889353	HGNC Symbol	protein_coding
ENSG00000172006	ZNF554	chr19	2819872	2835771	HGNC Symbol	protein_coding
ENSG00000178982	EIF3K	chr19	39109735	39127595	HGNC Symbol	protein_coding
ENSG00000197937	ZNF347	chr19	53627325	53662328	HGNC Symbol	protein_coding
ENSG00000197497	ZNF665	chr19	53662466	53696639	HGNC Symbol	protein_coding
ENSG00000197928	ZNF677	chr19	53731577	53758151	HGNC Symbol	protein_coding
ENSG00000186300	ZNF555	chr19	2841433	2860482	HGNC Symbol	protein_coding
ENSG00000130402	ACTN4	chr19	39138289	39222223	HGNC Symbol	protein_coding
ENSG00000172000	ZNF556	chr19	2867333	2878515	HGNC Symbol	protein_coding
ENSG00000171970	ZNF57	chr19	2900896	2918474	HGNC Symbol	protein_coding
ENSG00000175691	ZNF77	chr19	2933216	2944969	HGNC Symbol	protein_coding
ENSG00000196131	VN1R2	chr19	53761545	53765090	HGNC Symbol	protein_coding
ENSG00000228567	VN1R4	chr19	53769929	53770972	HGNC Symbol	protein_coding
ENSG00000163098	BIRC8	chr19	53792856	53794875	HGNC Symbol	protein_coding
ENSG00000104953	TLE6	chr19	2977444	2995177	HGNC Symbol	protein_coding
ENSG00000213799	ZNF845	chr19	53837002	53858122	HGNC Symbol	protein_coding
ENSG00000203326	ZNF525	chr19	53868946	53895470	HGNC Symbol	protein_coding
ENSG00000196417	ZNF765	chr19	53893046	53930574	HGNC Symbol	protein_coding
ENSG00000182472	CAPN12	chr19	39220827	39260544	HGNC Symbol	protein_coding
ENSG00000198346	ZNF813	chr19	53970989	54006950	HGNC Symbol	protein_coding
ENSG00000065717	TLE2	chr19	2997636	3047633	HGNC Symbol	protein_coding
ENSG00000205076	LGALS7	chr19	39261611	39264132	HGNC Symbol	protein_coding
ENSG00000178934	LGALS7B	chr19	39279851	39282389	HGNC Symbol	protein_coding
ENSG00000171747	LGALS4	chr19	39292311	39304004	HGNC Symbol	protein_coding
ENSG00000188269	OR7A5	chr19	14903302	14946188	HGNC Symbol	protein_coding
ENSG00000127530	OR7C1	chr19	14909958	14911023	HGNC Symbol	protein_coding
ENSG00000127515	OR7A10	chr19	14951760	14952689	HGNC Symbol	protein_coding
ENSG00000185385	OR7A17	chr19	14991138	14992264	HGNC Symbol	protein_coding
ENSG00000127529	OR7C2	chr19	15052301	15053260	HGNC Symbol	protein_coding
ENSG00000130844	ZNF331	chr19	54024235	54083523	HGNC Symbol	protein_coding
ENSG00000104823	ECH1	chr19	39306062	39322645	HGNC Symbol	protein_coding
ENSG00000105143	SLC1A6	chr19	15060846	15133802	HGNC Symbol	protein_coding
ENSG00000160994	CCDC105	chr19	15121556	15134081	HGNC Symbol	protein_coding
ENSG00000105141	CASP14	chr19	15160195	15169104	HGNC Symbol	protein_coding
ENSG00000094661	OR1I1	chr19	15197791	15199032	HGNC Symbol	protein_coding
ENSG00000105137	SYDE1	chr19	15218214	15225799	HGNC Symbol	protein_coding
ENSG00000105135	ILVBL	chr19	15225795	15236596	HGNC Symbol	protein_coding
ENSG00000104824	HNRNPL	chr19	39327028	39342987	HGNC Symbol	protein_coding
ENSG00000204595	DPRX	chr19	54135310	54140263	HGNC Symbol	protein_coding
ENSG00000074181	NOTCH3	chr19	15270444	15311792	HGNC Symbol	protein_coding
ENSG00000142405	NLRP12	chr19	54296857	54327648	HGNC Symbol	protein_coding
ENSG00000187994	RINL	chr19	39358470	39368919	HGNC Symbol	protein_coding
ENSG00000179820	MYADM	chr19	54369477	54379691	HGNC Symbol	protein_coding
ENSG00000104964	AES	chr19	3052908	3063105	HGNC Symbol	protein_coding
ENSG00000088256	GNA11	chr19	3094408	3124002	HGNC Symbol	protein_coding
ENSG00000126583	PRKCG	chr19	54382444	54410906	HGNC Symbol	protein_coding
ENSG00000105131	EPHX3	chr19	15337730	15344246	HGNC Symbol	protein_coding
ENSG00000060558	GNA15	chr19	3136191	3163767	HGNC Symbol	protein_coding
ENSG00000125910	S1PR4	chr19	3172344	3180329	HGNC Symbol	protein_coding
ENSG00000141867	BRD4	chr19	15347647	15443356	HGNC Symbol	protein_coding
ENSG00000068903	SIRT2	chr19	39369197	39390502	HGNC Symbol	protein_coding
ENSG00000125912	NCLN	chr19	3185561	3209573	HGNC Symbol	protein_coding
ENSG00000105127	AKAP8	chr19	15464196	15490609	HGNC Symbol	protein_coding
ENSG00000161082	CELF5	chr19	3224701	3297074	HGNC Symbol	protein_coding
ENSG00000141905	NFIC	chr19	3359561	3469215	HGNC Symbol	protein_coding
ENSG00000104825	NFKBIB	chr19	39390340	39399533	HGNC Symbol	protein_coding
ENSG00000262484	CCER2	chr19	39399620	39402798	HGNC Symbol	protein_coding
ENSG00000095932	C19orf77	chr19	3474405	3480540	HGNC Symbol	protein_coding
ENSG00000129932	DOHH	chr19	3490819	3500938	HGNC Symbol	protein_coding
ENSG00000104835	SARS2	chr19	39405906	39440495	HGNC Symbol	protein_coding
ENSG00000011243	AKAP8L	chr19	15490859	15529952	HGNC Symbol	protein_coding
ENSG00000128626	MRPS12	chr19	39421188	39423802	HGNC Symbol	protein_coding
ENSG00000011451	WIZ	chr19	15532319	15560762	HGNC Symbol	protein_coding
ENSG00000105605	CACNG7	chr19	54412589	54447195	HGNC Symbol	protein_coding
ENSG00000142408	CACNG8	chr19	54466294	54493469	HGNC Symbol	protein_coding
ENSG00000105325	FZR1	chr19	3506271	3538328	HGNC Symbol	protein_coding
ENSG00000130433	CACNG6	chr19	54495542	54515923	HGNC Symbol	protein_coding
ENSG00000269190	FBXO17	chr19	39432044	39466550	HGNC Symbol	protein_coding
ENSG00000189068	VSTM1	chr19	54544079	54567207	HGNC Symbol	protein_coding
ENSG00000161243	FBXO27	chr19	39481354	39523425	HGNC Symbol	protein_coding
ENSG00000161091	MFSD12	chr19	3538259	3574288	HGNC Symbol	protein_coding
ENSG00000105122	RASAL3	chr19	15562435	15575382	HGNC Symbol	protein_coding
ENSG00000248385	TARM1	chr19	54573149	54584634	HGNC Symbol	protein_coding
ENSG00000170909	OSCAR	chr19	54597933	54606000	HGNC Symbol	protein_coding
ENSG00000161031	PGLYRP2	chr19	15579456	15609767	HGNC Symbol	protein_coding
ENSG00000183397	C19orf71	chr19	3539152	3544028	HGNC Symbol	protein_coding
ENSG00000170906	NDUFA3	chr19	54606036	54612564	HGNC Symbol	protein_coding
ENSG00000171954	CYP4F22	chr19	15619304	15663128	HGNC Symbol	protein_coding
ENSG00000105619	TFPT	chr19	54610320	54619055	HGNC Symbol	protein_coding
ENSG00000064961	HMG20B	chr19	3572775	3579086	HGNC Symbol	protein_coding
ENSG00000186529	CYP4F3	chr19	15751707	15773635	HGNC Symbol	protein_coding
ENSG00000130669	PAK4	chr19	39616410	39673456	HGNC Symbol	protein_coding
ENSG00000188505	NCCRP1	chr19	39687601	39692524	HGNC Symbol	protein_coding
ENSG00000179751	SYCN	chr19	39693471	39694906	HGNC Symbol	protein_coding
ENSG00000197110	IFNL3	chr19	39734246	39735646	HGNC Symbol	protein_coding
ENSG00000272395	IFNL4	chr19	39737773	39739219	HGNC Symbol	polymorphic_pseudogene
ENSG00000183709	IFNL2	chr19	39759154	39760732	HGNC Symbol	protein_coding
ENSG00000186204	CYP4F12	chr19	15783567	15807984	HGNC Symbol	protein_coding
ENSG00000182393	IFNL1	chr19	39786965	39789313	HGNC Symbol	protein_coding
ENSG00000128011	LRFN1	chr19	39797208	39805976	HGNC Symbol	protein_coding
ENSG00000130755	GMFG	chr19	39818993	39833012	HGNC Symbol	protein_coding
ENSG00000105618	PRPF31	chr19	54618837	54635140	HGNC Symbol	protein_coding
ENSG00000171942	OR10H2	chr19	15838834	15839862	HGNC Symbol	protein_coding
ENSG00000171936	OR10H3	chr19	15852203	15853153	HGNC Symbol	protein_coding
ENSG00000172519	OR10H5	chr19	15904761	15905892	HGNC Symbol	protein_coding
ENSG00000186723	OR10H1	chr19	15917817	15918936	HGNC Symbol	protein_coding
ENSG00000179134	SAMD4B	chr19	39833036	39876350	HGNC Symbol	protein_coding
ENSG00000186115	CYP4F2	chr19	15988833	16008930	HGNC Symbol	protein_coding
ENSG00000179855	GIPC3	chr19	3585551	3593539	HGNC Symbol	protein_coding
ENSG00000006638	TBXA2R	chr19	3594504	3606838	HGNC Symbol	protein_coding
ENSG00000088038	CNOT3	chr19	54641444	54659419	HGNC Symbol	protein_coding
ENSG00000105298	CACTIN	chr19	3610639	3626813	HGNC Symbol	protein_coding
ENSG00000105617	LENG1	chr19	54658899	54663620	HGNC Symbol	protein_coding
ENSG00000171903	CYP4F11	chr19	16023177	16045677	HGNC Symbol	protein_coding
ENSG00000186111	PIP5K1C	chr19	3630181	3700477	HGNC Symbol	protein_coding
ENSG00000167608	TMC4	chr19	54663846	54676944	HGNC Symbol	protein_coding
ENSG00000006712	PAF1	chr19	39876492	39881835	HGNC Symbol	protein_coding
ENSG00000105289	TJP3	chr19	3708107	3750811	HGNC Symbol	protein_coding
ENSG00000011132	APBA3	chr19	3750817	3761697	HGNC Symbol	protein_coding
ENSG00000063322	MED29	chr19	39881943	39891277	HGNC Symbol	protein_coding
ENSG00000125505	MBOAT7	chr19	54677107	54693733	HGNC Symbol	protein_coding
ENSG00000128016	ZFP36	chr19	39897453	39900052	HGNC Symbol	protein_coding
ENSG00000183617	MRPL54	chr19	3762662	3768573	HGNC Symbol	protein_coding
ENSG00000173976	RAX2	chr19	3769087	3772233	HGNC Symbol	protein_coding
ENSG00000170892	TSEN34	chr19	54693789	54697585	HGNC Symbol	protein_coding
ENSG00000007264	MATK	chr19	3777971	3802127	HGNC Symbol	protein_coding
ENSG00000090924	PLEKHG2	chr19	39903225	39919054	HGNC Symbol	protein_coding
ENSG00000176231	OR10H4	chr19	16059818	16060768	HGNC Symbol	protein_coding
ENSG00000170889	RPS9	chr19	54704610	54752862	HGNC Symbol	protein_coding
ENSG00000105278	ZFR2	chr19	3804022	3869030	HGNC Symbol	protein_coding
ENSG00000167460	TPM4	chr19	16177831	16213813	HGNC Symbol	protein_coding
ENSG00000167461	RAB8A	chr19	16222439	16245044	HGNC Symbol	protein_coding
ENSG00000204577	LILRB3	chr19	54720147	54746602	HGNC Symbol	protein_coding
ENSG00000196684	HSH2D	chr19	16244838	16269386	HGNC Symbol	protein_coding
ENSG00000105193	RPS16	chr19	39923847	39926588	HGNC Symbol	protein_coding
ENSG00000167654	ATCAY	chr19	3879862	3928077	HGNC Symbol	protein_coding
ENSG00000141977	CIB3	chr19	16272179	16284336	HGNC Symbol	protein_coding
ENSG00000105058	FAM32A	chr19	16296191	16302857	HGNC Symbol	protein_coding
ENSG00000077009	NMRK2	chr19	3933101	3942414	HGNC Symbol	protein_coding
ENSG00000072958	AP1M1	chr19	16308389	16346160	HGNC Symbol	protein_coding
ENSG00000167657	DAPK3	chr19	3958451	3971121	HGNC Symbol	protein_coding
ENSG00000244482	LILRA6	chr19	54720737	54746649	HGNC Symbol	protein_coding
ENSG00000127528	KLF2	chr19	16435628	16438685	HGNC Symbol	protein_coding
ENSG00000196235	SUPT5H	chr19	39926796	39967310	HGNC Symbol	protein_coding
ENSG00000167658	EEF2	chr19	3976054	3985467	HGNC Symbol	protein_coding
ENSG00000105229	PIAS4	chr19	4007644	4039384	HGNC Symbol	protein_coding
ENSG00000105609	LILRB5	chr19	54754263	54761164	HGNC Symbol	protein_coding
ENSG00000127527	EPS15L1	chr19	16466050	16582896	HGNC Symbol	protein_coding
ENSG00000178951	ZBTB7A	chr19	4044362	4066943	HGNC Symbol	protein_coding
ENSG00000126934	MAP2K2	chr19	4090319	4124126	HGNC Symbol	protein_coding
ENSG00000131042	LILRB2	chr19	54777675	54785039	HGNC Symbol	protein_coding
ENSG00000060566	CREB3L3	chr19	4153598	4173051	HGNC Symbol	protein_coding
